id	echaAlta	codigo	denominacion	precio	publicado
2669	24/07/2019 17:54:46	7790580956509	SALSA A. DP X 340G FILETTO	31,4486	Y
2670	24/07/2019 18:07:31	7791290012448	ALA PLUS X 750ML LV VAJILLA TE VERDE Y PERA	36,64	N
2671	24/07/2019 18:09:49	7791290012394	ALA PLUS X 750ML LV VAJILLA GLICERINA	36,7	N
2672	24/07/2019 18:20:44	7790040996403	ALFAJOR 50G BYN BLANCO	19,22	N
2673	24/07/2019 18:25:01	7790520016447	DESODORANTE 360CC GLADE CAMPOS DE LAVANDA	45	N
2674	24/07/2019 18:27:18	7790520016416	GLADE AERO I LOVE YOU X 360 CC	45,14	Y
2675	24/07/2019 18:51:36	7790520016393	GLADE ANTITABACO AERO X 360 CC	45,14	N
2676	24/07/2019 19:03:35	7790520017567	AEROSOL 300CC BAYGON EXTERMINA CUCARACHAS	55	N
2677	24/07/2019 19:16:54	7790463000107	AEROSOL 360CC BLEM LAVANDA	94,24	Y
2678	24/07/2019 19:36:30	7790520004321	LIQUIDO LIMPIADOR 900CC BLEM PISOS ALMENDRA	63	N
2679	24/07/2019 19:41:15	7790463000046	LIQUIDO LIMPIADOR 900CC BLEM PISOS NEGRO	115	N
2680	24/07/2019 19:53:39	7791130816816	LIQUIDO LIMPIADOR 900CC ESPADOL DESINFECTANTE	55	N
2681	24/07/2019 19:56:05	7793253000400	LAVANDINA 1L AYUDIN MAXIMA PUREZA	24,68	Y
2682	24/07/2019 20:30:26	7794450000798	VINO 750CC ALAMOS CABERNET SAUVIGNON	172	N
2683	24/07/2019 20:32:20	7790520009289	LIQUIDO LIMPIADOR 900CC GLADE PINO	35	Y
2684	24/07/2019 20:33:27	7804320087016	VINO 750CC CASILLERO DEL DIABLO CARMENERE	219,88	N
2685	24/07/2019 20:35:29	7790520009333	LIQUIDO LIMPIADOR 900CC GLADE MAÑANAS DE CAMPO	35	Y
2686	24/07/2019 20:35:40	7798141877362	VINO 750CC EUGENIO BUSTOS MALBEC	78,1	N
2687	24/07/2019 20:58:27	7790520010209	GLADE CANASTA LIQ MAÑANA DE CAMPO FULL X 50 CC	126,33	N
2688	24/07/2019 21:05:20	7798059384037	ESPONJA 1U DEA COMBINADA DORADA	16,13	N
2689	24/07/2019 21:07:32	7792459165005	ESPONJA 1U GO ACERO INOXIDABLE	16	N
2690	24/07/2019 21:10:42	7792459164008	ESPONJA 1U GO BRONCE	28	N
2691	24/07/2019 22:59:21	7790520985736	PASTILLA PARA MOCHILA 35G LYSOFORM	56	N
2692	24/07/2019 23:01:20	7790520010254	CANASTA LIQUIDA 50CC LYSOFORM	88	N
2693	24/07/2019 23:04:11	7794440101702	VIRULANA ROLLITOS X 10 EN FILM	23,86	N
2694	24/07/2019 23:06:35	7798059384594	PAÑO 1U DEA FIBRA MULTIUSO PARA COCINA	23,04	N
2695	24/07/2019 23:08:48	7792459161007	ESPONJA 1U GO ANTIBACTERIAL	25,62	N
2696	25/07/2019 10:42:55	7796989008740	PAN PARA HAMBURGUESA 240G BIMBO ARTESANO	50,86	Y
2697	25/07/2019 10:49:56	7796989007699	PAN PARA HAMBURGUESA 210G BIMBO CON SESAMO	54	Y
2698	25/07/2019 11:15:32	7790895641602	GASEOSA 310CC FANTA NARANJA SIN AZUCAR	24,49	N
2699	25/07/2019 11:23:12	7791519200090	PRESERVATIVO 3U PRIME TACHAS	67,36	N
2700	25/07/2019 11:26:17	7791519702112	PRESERVATIVO 3U PRIME RETARDANTE	67,36	N
2701	25/07/2019 11:27:56	7791519701030	PRESERVATIVO 3U PRIME MEGA	67,36	N
2702	25/07/2019 11:29:30	7791519001970	PRESERVATIVO 3U PRIME STRONGER	67,36	N
2703	25/07/2019 12:00:18	7791813410362	GASEOSA 250CC PASO DE LOS TOROS TONICA	15,28	N
2704	25/07/2019 12:02:50	7791813410355	GASEOSA 250CC PASO DE LOS TOROS POMELO	15,28	N
2705	25/07/2019 12:04:53	7791813410324	GASEOSA 250CC MIRINDA NARANJA	15,28	N
2706	25/07/2019 12:08:38	7790895010033	ISOTONICO 500CC POWERADE ZERO POMELO	36,36	N
2707	25/07/2019 12:15:30	7790895640025	ISOTONICO 500CC POWERADE MOUNTAIN BLAST	36,36	N
2708	25/07/2019 12:20:04	1200007	SANDWICH CARRODILLA PAN INGLES CON JAMON COCIDO, LECHUGA - GRANDE	90	N
2709	25/07/2019 12:39:39	7790895010675	AGUA SABORIZADA 500CC AQUARIUS CITRUS	30,61	Y
2710	25/07/2019 12:47:52	7790895003943	AGUA MINERAL 500CC BONAQUA CON GAS	23,68	Y
2711	25/07/2019 12:53:31	7790895003868	AGUA MINERAL 500CC BONAQUA SIN GAS	23,68	Y
2712	25/07/2019 12:57:53	7791813420118	GASEOSA 500CC PEPSI COLA	28,01	N
2713	25/07/2019 13:04:31	7791813333036	GASEOSA 500CC MIRINDA NARANJA	28,01	N
2714	25/07/2019 13:11:59	7792170042005	ISOTONICO 500CC GATORADE MANZANA	38,68	N
2715	25/07/2019 13:13:32	7792170042050	ISOTONICO 500CC GATORADE LIMA LIMON	38,68	N
2716	25/07/2019 13:22:01	7790895007347	AGUA MINERAL 2.25L KIN CON GAS	36,3633	Y
2717	25/07/2019 13:36:54	7791813421382	GASEOSA 1.5L PASO DE LOS TOROS POMELO	64,83	N
2718	25/07/2019 13:39:44	7790895003950	AGUA MINERAL 1.5L BONAQUA CON GAS	34,1	Y
2719	25/07/2019 13:48:56	7798120322029	CALDO DE VERDURA SIN SAL BON WERT 50G	43,8	N
2720	25/07/2019 13:51:01	7798120322043	CALDO 50G BON WERT GALLINA	43,80165	N
2721	25/07/2019 13:52:32	7790895643750	JUGO 200CC ADES NARANJA	18,37	N
2722	25/07/2019 13:53:44	7790895643729	JUGO 200CC ADES DURAZNO	18,37	N
2723	25/07/2019 13:55:31	7790895645297	JUGO 200CC ADES FRUTILLA	20,19	N
2724	25/07/2019 13:56:33	7798120322012	CALDO INSTANTANEO 50GBON WERT VERDURA	29	N
2725	25/07/2019 13:57:40	7798120322036	CALDO INSTANTANEO 50G BON WERT CARNE	43,8	N
2726	25/07/2019 13:59:25	7798120324030	SOPA 55G BON WERT ZAPALLO	25	N
2727	25/07/2019 14:00:25	7790895645181	AGUA SABORIZADA 200CC AQUARIUS MANZANA	18,37	N
2728	25/07/2019 14:00:56	7798120324054	SOPA 40G BON WERT CHOCLO	25	N
2729	25/07/2019 14:02:13	7790895645198	AGUA SABORIZADA 200CC AQUARIUS POMELO	18,37	N
2730	25/07/2019 14:02:59	7798120324016	SOPA 45G BON WERT VERDURA	25	N
2731	25/07/2019 14:09:32	7790895005015	GASEOSA 1L SPRITE LIMA LIMON	46,6	N
2732	25/07/2019 14:10:11	7798183230071	FIDEOS 400G DOÃ‘A ROSA SIN TACC	91	N
2733	25/07/2019 14:12:22	7798183230033	FIDEOS 500G DOÃ‘A ROSA CODO	75	N
2734	25/07/2019 14:12:27	7790895064142	GASEOSA 500CC SPRITE LIMA LIMON SIN AZUCAR	29,59	Y
2735	25/07/2019 14:14:59	7798293000090	GALLETAS 160G NAQUET PALMERITAS	53,72	N
2736	25/07/2019 14:18:57	7798294150077	BUDIN 200G ANGIOLA CHIPS DE CHOCOLATE	80	N
2737	25/07/2019 14:24:43	7790895641596	JUGO 200CC CEPITA NARANJA	18,37	N
2738	25/07/2019 14:26:29	7790070321626	FIDEOS 500G MATARAZZO TIRABUZON - MIX DE LEGUMBRES	46,24	N
2739	25/07/2019 14:37:39	7790236018032	MASA EMPANADA 12U LA SALTEÑA HOJALDRE	48,98	N
2740	25/07/2019 14:45:45	7791813050384	GASEOSA 354CC PASO DE LOS TOROS POMELO	15,35	N
2741	25/07/2019 14:46:15	7790895642081	GASEOSA 220CC COCA COLA ORIGINAL	17,1366	N
2742	25/07/2019 14:54:02	7791813050117	GASEOSA 354CC PEPSI COLA	15,35	N
2743	25/07/2019 15:01:04	7613035375079	LECHE EN POLVO 800G SVELTY DESCREMADA	293,388	N
2744	25/07/2019 15:06:32	7790895004926	JUGO 300CC CEPITA MANZANA	24,49	N
2745	25/07/2019 15:13:23	7622300800277	CHOCOLATE 45G MILKA LEGER ALMENDRAS	56,1975	N
2746	25/07/2019 15:17:59	7790895064340	JUGO 1L CEPITA MANZANA CAJA	42,98	Y
2747	25/07/2019 15:20:04	7790895065217	JUGO 1L CEPITA MULTIFRUTA CAJA	42,98	Y
2748	25/07/2019 15:22:33	1200009	SANDWICH CARRODILLA PAN INGLES CON JAMON COCIDO - GRANDE - DOBLE FETA	90	N
2749	25/07/2019 15:24:29	1200000	SANDWICH CARRODILLA PAN INGLES CON JAMON COCIDO - GRANDE	80	N
2750	25/07/2019 15:26:20	1200003	SANDWICH CARRODILLA PAN INGLES CON JAMON CRUDO - CHICO	70	N
2751	25/07/2019 15:32:09	1200010	SANDWICH CARRODILLA PAN INGLES CON JAMON COCIDO - CHICO - DOBLE FETA	70	N
2752	25/07/2019 15:34:21	1200001	SANDWICH CARRODILLA PAN INGLES CON JAMON COCIDO - CHICO	70	N
2753	25/07/2019 15:36:01	1200004	SANDWICH CARRODILLA PAN INGLES CON SALAME - GRANDE	85	N
2754	25/07/2019 15:44:34	7790895009815	JUGO 1L CEPITA NARANJA BOTELLA	42,98	N
2755	25/07/2019 15:46:22	7790895009853	JUGO 1L CEPITA MANZANA BOTELLA	42,98	N
2756	25/07/2019 15:48:59	7622300844561	CHOCOLATE 43G MILKA LILA GO AVELLANA	44,32	N
2757	25/07/2019 15:51:42	7622210815156	CHOCOLATE 36G MILKA LILA PAUSE FRUTILLA	44,17	N
2758	25/07/2019 15:53:02	7622210829900	CHOCOLATE 37G MILKA LILA GO PEANUT CARAMEL	44,17	N
2759	25/07/2019 16:20:12	7790895641732	JUGO 300CC CEPITA ANANA	24,49	N
2760	25/07/2019 16:23:03	7790315100276	AGUA SABORIZADA 1L LEVITE POMELO	38,08	N
2761	25/07/2019 16:50:41	1900001	SANDWICH CARRODILLA PAN FRANCES CON SALAME CHICO	60	N
2762	25/07/2019 17:26:31	7798322400754	CONFITE 1U PUNCHY MONKEY	58,12	N
2763	25/07/2019 17:33:14	77965233	SEMILLAS 18G PIPAS GIRASOL	12,12	N
2764	25/07/2019 17:38:10	7798139180023	PAN ARABE 180G VERO BLANCO	38,924047	Y
2765	25/07/2019 18:00:03	7790150355077	TE 20U LA VIRGINIA TE VERDE	36,765	Y
2766	25/07/2019 18:02:54	7790150310137	TE 25U LA VIRGINIA BOLDO	36,026	Y
2767	25/07/2019 18:04:29	7790150390160	TE 25U LA VIRGINIA MANZANA	43,21	N
2768	25/07/2019 18:19:34	7622300424084	CHOCOLATE 170G SHOT ORIGINAL	133,56	N
2769	25/07/2019 18:26:03	7790813110401	LEVADURA 50G CALSA	15,93	N
2770	25/07/2019 18:29:18	7790787251780	QUESO RALLADO 40G ILOLAY	21,59	N
2771	25/07/2019 19:19:04	7791813421917	GASEOSA 1.5L H2OH LIMONETO	64,83	N
2772	25/07/2019 19:27:22	7791813421511	GASEOSA 1.5L H2OH NARANCHELO	64,83	N
2773	25/07/2019 19:52:21	7798062542875	AGUA SABORIZADA 575CC WE CITRUS	27,55	N
2774	25/07/2019 20:46:54	7790895002748	GASEOSA 310CC COCA COLA ORIGINAL	22,8483	N
2775	25/07/2019 21:05:03	7793147570606	CERVEZA 710CC SCHNEIDER RUBIA	43,65	N
2776	26/07/2019 8:23:19	7798062542455	AGUA SABORIZADA 1.5L LEVITE MANGO + NARANJA	35,7	N
2777	26/07/2019 9:38:03	7790315100214	AGUA SABORIZADA 500CC LEVITE LIMONADA	30,61	N
2778	26/07/2019 10:43:37	7790744000345	FIDEOS 500G BAUZA SEMILLITAS	27,1	N
2779	26/07/2019 10:52:43	7622300335052	GALLETAS 60G TERRABUSI SNACKY	29,98	N
2780	26/07/2019 10:58:25	070330909229	ENCENDEDOR 1U BIC	44,56	N
2781	26/07/2019 11:07:19	7792798007394	CERVEZA 970CC QUILMES BOCK	56,66	N
2782	26/07/2019 11:10:49	7790580109646	OBLEA 45G BON O BON LECHE XL	36,68	N
2783	26/07/2019 11:10:54	77958372	CHICLES 6,7G TOPLINE NARANJA ANANA MELON	8,58	N
2784	26/07/2019 11:35:07	7790315100153	AGUA SABORIZADA 500CC LEVITE FRUTILLA + LIMON	30,61	N
2785	26/07/2019 11:55:20	7798139180047	PAN ARABE 250G VERO BLANCO	53,164552	N
2786	26/07/2019 12:22:25	7790206009534	CHOCOLATE 13G FELFORT PARAGUITAS	14,0042	N
2787	26/07/2019 12:29:45	7790310006108	SNACK 112G TWISTOS INTEGRAL TOMATE Y OLIVA	57,22	N
2788	26/07/2019 13:08:32	7792798001316	CERVEZA 473CC QUILMES STOUT	30,5	N
2789	26/07/2019 13:44:32	7790070031617	ALIMENTO CONGELADO 350G GRANJA DEL SOL BOC. DE POLLO - FORMITAS	100,41	N
2790	26/07/2019 13:52:58	7613035715769	LECHE EN POLVO 400G LA LECHERA NUTRICION BALANCEADA	119,83	N
2791	26/07/2019 13:54:55	4666664020042	COMPAS EZCO METALICO ESTUCHE (x U.)	94,74	N
2792	26/07/2019 13:57:57	77905806366500	CHICLE 50U POOSH MENTA	137,52	N
2793	26/07/2019 14:35:41	7790206007363	BOCADITO 24G FELFORT BOTELLITAS CON WHISKY	21,51	N
2794	26/07/2019 14:38:16	7790206007301	CHOCOLATE 20G LICORITAS FELFORT	24,21	N
2795	26/07/2019 15:29:36	7791620000312	MARGARINA 200G MARGADAN DIETETICA	35,099	N
2796	26/07/2019 16:31:54	1001	SERVICIO DE CARGA VIRTUAL	0,55	N
2797	26/07/2019 16:42:57	7798039590373	VINO 750CC TRIBU CABERNET SAUVIGNON	122,71	Y
2798	26/07/2019 16:56:22	7798123970098	LAS PERDICES MALBEC X 750 CC	196,07	Y
2799	26/07/2019 17:25:57	7804320303178	VINO 750CC CASILLERO DEL DIABLO CABERNET SAUVIGNON	366,46	N
2800	26/07/2019 17:30:34	7804320510187	VINO 750CC CASILLERO DEL DIABLO MALBEC	439,752	N
2801	26/07/2019 17:39:34	7790314055386	VINO 750CC ESTANCIA MENDOZA MERLOT-MALBEC	57,06	N
2802	26/07/2019 17:41:19	7790314056598	VINO 750CC ESTANCIA MENDOZA CABERNET-MALBEC	57,06	Y
2803	26/07/2019 17:46:00	7622300847364	GALLETAS 330G EXPRESS LIGHT	70,184	N
2804	26/07/2019 18:01:06	7790895067532	GASEOSA 500CC COCA COLA SIN AZUCAR	29,59	Y
2805	26/07/2019 18:22:48	7790520021670	AUTO SPORT 7CC GLADE MENTA FRESCA	175,19	N
2806	26/07/2019 18:32:56	7790520017956	AUTO SPORT 7CC GLADE ACQUA	175,19	N
2807	26/07/2019 18:34:56	7790520019042	AUTO SPORT 7CC GLADE AUTO NUEVO	175,19	N
2808	26/07/2019 18:36:38	7790520015792	AUTO SPORT 7CC GLADE BRISA TROPICAL	175,19	N
2809	26/07/2019 21:07:55	7798117750613	VINO 750CC HINOJOSA GRAN RESERVA	758,12	N
2810	27/07/2019 10:06:00	7790045825401	GALLETAS 260G FRUTIGRAN AVENA, SESAMO, AMARANTO Y GIRASOL	41,72	N
2811	27/07/2019 11:03:23	7793253002251	QUITAMANCHA LIQUIDO 1L AYUDIN COLORES VIVOS	85,37	N
2812	27/07/2019 11:11:47	7891150050488	DOVE SH X 400ML HIDRATACION INTENSA	152,61	N
2813	27/07/2019 11:15:42	7500435128612	SHAMPOO 400ML PANTENE	178,51	N
2814	27/07/2019 11:21:33	7500435020244	PANTENE SH X 400ML FZA Y RECONSTRUCCION	178,51	N
2815	27/07/2019 11:37:28	7796989075988	MAGDALENAS 225G BIMBO MARMOLADAS	41,32	N
2816	27/07/2019 11:40:01	7790040126725	GALLETAS 207G CEREAL MIX AVENA CON PASAS	52,5	N
2817	27/07/2019 11:41:36	7790040126749	GALLETAS 207G CEREAL MIX FRUTILLTA CON CHIA	58,34	N
2818	27/07/2019 11:44:23	7792180132703	GALLETAS 160G 9 DE ORO CHOCOLATE Y LIMON	39,286	N
2819	27/07/2019 11:47:31	7790040118621	SNACK 22G SER JAMON IBERICO	21,36	N
2820	27/07/2019 11:49:00	7790040118638	SNACK 22G SER CREMA CON CEBOLLA	21,36	N
2821	27/07/2019 11:50:18	7790040118614	SNACK 22G SER CHOCLO MANT	21,36	N
2822	27/07/2019 12:04:14	7798142880026	TOSTADAS 150G MOLINOS DEL BOSQUE TOSTADAS DE ARROZ SIN SAL	27,55	N
2823	27/07/2019 12:05:54	7798142880088	TOSTADAS 150G MOLINOS DEL BOSQUE TOSTADAS DE ARROZ DULCES	27,55	N
2824	27/07/2019 12:08:11	7792180131676	BUDIN 215G 9 DE ORO VAINILLA CON DULCE DE LECHE	40,07	N
2825	27/07/2019 12:46:38	7790580117054	GOMITAS 60G MOGUL FRUTALES	16,244	N
2826	27/07/2019 13:31:47	7790040258013	BARRA 32G CEREAL MIX RELLENO MANZANA	17,74	N
2827	27/07/2019 13:44:15	7797430000511	GAS PARA ENCENDEDOR 160CC CLAER	68,4	N
2828	27/07/2019 13:46:56	041689300494	FLUIDO PARA ENCENDEDOR 125CC ZIPPO PREMIUM	142,49	N
2829	27/07/2019 14:00:00	7622210812919	JUGO EN POLVO 8G CLIGHT LIMONADA	11,014	Y
2830	27/07/2019 14:01:04	7791533000010	FLUIDO PARA ENCENDEDOR 150CC FIRE KANSAS NORMAL EXANO DESPARAFINADO	32,56	N
2831	27/07/2019 14:05:34	7622210813572	JUGO EN POLVO 7.5G CLIGHT MANZANA VERDE	11,014	N
2832	27/07/2019 14:07:42	7622210812759	JUGO EN POLVO 8G CLIGHT NARANJA	11,014	Y
2833	27/07/2019 14:10:38	7798205440228	ARMADOR DE CIGARRILLO 1U STAMPS 78MM	170,99	N
2834	27/07/2019 14:21:32	802084133250	CARBONES 10U IRFAZ CHARCO LITE TABLETAS	28,5	N
2835	27/07/2019 14:40:49	8500001140047	HABANOS 5U JOSE L PIEDRA	313,48	N
2836	27/07/2019 14:52:47	8500001140290	HABANOS 5U JOSE L PIEDRA PETIT	247,93	N
2837	27/07/2019 15:08:16	7794536000599	FLUIDO PARA ENCENDEDOR 18CC MAGICLICK	22,8	N
2838	27/07/2019 15:17:36	644536227212	PAPELILLO 2U BLUNT WRAP DOBLE PLATINUM CHAMPAGNE	51,3	N
2839	27/07/2019 15:19:20	644536227816	PAPELILLO 2U BLUNT WRAP DOUBLE PLATINUM NATURAL	51,3	N
2840	27/07/2019 15:21:12	644536227113	PAPELILLO 2U BLUNT WRAP CHOCOLATE	51,3	N
2841	27/07/2019 15:23:18	644536227915	PAPELILLO 2U BLUNT WRAP DOUBLE PLATINUM KUSH	51,3	N
2842	27/07/2019 16:47:39	7790314000966	TORO VIEJO TINTO X 700 CC	49,35	N
2843	27/07/2019 16:51:46	7790314010224	VINO 750CC KADABRA CABERNET SAUVIGNON	89,26	N
2844	27/07/2019 16:53:44	7790168114000	VINO 750CC COLON MALBEC	75,7583	N
2845	27/07/2019 16:57:15	7790703166556	VINO 750CC FAMILIA BIANCHI CHARDONNAY	168,59	N
2846	27/07/2019 16:59:32	7790314006722	VINO 750CC CANCILLER BLEND	50,5	N
2847	27/07/2019 17:01:57	7790336020775	VINO 700CC VASCO VIEJO TINTO	64,83	N
2848	27/07/2019 17:05:53	7790336030262	VINO 750CC LOPEZ DULCE NATURAL	103,53	Y
2849	27/07/2019 17:09:24	7791540047909	F.LAS MORAS BCO.DLCE X750 CC	102,31	N
2850	27/07/2019 17:12:17	7798090160232	VINO 750CC LOS CARDOS SAUVIGNON BLANC	191,67	Y
2851	27/07/2019 17:15:07	7790704169006	SUTER VARIETAL CHARD X750 CC	77	Y
2852	27/07/2019 17:22:09	7794450000163	VINO 750CC NICASIA BLANC DE BLANC	177,81	N
2853	27/07/2019 17:22:09	7791669000953	CHIMICHURRI X 25G INDIAS	15,16	N
2854	27/07/2019 17:24:56	7790703002250	VINO 750CC MARLO BIANCHI BLANCO DULCE	65,11	N
2855	27/07/2019 17:35:12	7790240041880	VINO 750CC TRAPICHE ALARIS DULCE COSECHA	74,9	N
2856	27/07/2019 17:39:00	7791669000748	POLVO P/ HORNE X 50G INDIAS	25,959	N
2857	27/07/2019 17:40:09	7791200000220	LICOR 700CC BOLS CHOCOLATE	138,03	N
2858	27/07/2019 17:42:42	7790197120218	LICOR 750CC RESERVA SAN JUAN COGNAC AÑEJO	140,24	N
2859	27/07/2019 17:43:03	7791669000472	SALSA BLANCA X 50G INDIAS	18,8	N
2860	27/07/2019 17:50:15	7791669001103	BICARBONATO X 25G INDIAS	9,318	N
2861	27/07/2019 17:53:38	7791669000113	CONDIMENTO 15G INDIAS CANELA EN RAMA	68,072	N
2862	27/07/2019 17:57:08	740617255638	PENDRIVE DT50 KINGSTON 16GB	440	N
2863	27/07/2019 18:03:19	7790314001901	VINO 750CC GRAN CANCILLER ESPUMANTE BLANCO	82,64	N
2864	27/07/2019 18:05:40	7791250001482	LICOR LEGUI FINO	84,42	N
2865	27/07/2019 18:12:08	7790150420300	ESPECIA 25G ALICANTE ANIS EN GRANO	21	N
2866	27/07/2019 18:20:37	098709067301	VINO 750CC NASHA ESPUMANTE EXTRA DULCE	133,33	N
2867	27/07/2019 18:36:41	7792459031935	GUANTES DE LATEX 1U LA GAUCHITA MULTIUSO	36,44	N
2868	27/07/2019 18:40:29	7791130683531	PROCENEX NF X 900ML FLOR D/JARD	39,71	N
2869	27/07/2019 18:43:02	7791130683678	PROCENEX NF X 900ML LIMON	39,71	N
2870	27/07/2019 18:56:24	7791130683685	PROCENEX NF X 900ML PINO	39,71	N
2871	27/07/2019 19:16:40	5000299611197	WHISKY 750CC CHIVAS REGAL	1106,37	Y
2872	27/07/2019 19:37:27	7791540445415	VINO 750CC ALMA MORA MALBEC	125,21	N
2873	27/07/2019 19:44:35	7791293030319	SUAVE AC X 930ML JENGIBRE Y HIERBAS	62,87	N
2874	27/07/2019 20:08:54	7791293035970	SHAMPOO 190CC SEDAL YUYA	38,6	N
2875	27/07/2019 20:11:32	7790740500597	ANTITRANSPIRANTE 210CC PLUSBELLE ULTRASECO	43	N
2876	27/07/2019 20:15:15	7791293030708	SEDAL AC X 190ML LISO PERFECTO	53,97	Y
2877	27/07/2019 20:27:10	7798074869328	VINO 750CC SALENTEIN MALBEC	265	N
2878	27/07/2019 20:52:22	7791250001253	WHISKY WHITE HORSE	244,67	N
2879	27/07/2019 20:55:50	086767704566	LICOR 750CC BAILEYS CREME ESPRESSO	520,91	N
2880	27/07/2019 21:24:08	7798098831097	WHISKY 1L DON JOHN ORIGINAL	70,7	N
2881	27/07/2019 21:29:14	7791250002267	GIN GORDONS 700cc	234,45	N
2882	27/07/2019 21:33:47	7791250001345	VODKA SMIRNOFF 700cc	198,25	Y
2883	28/07/2019 0:48:51	7790703165207	VINO 750CC NEW AGE BLANCO DULCE	89,5	N
2884	28/07/2019 0:51:17	8411640000237	GINEBRA 700CC GINMG	232,9	N
2885	28/07/2019 0:55:01	7790314006746	VINO 1.25L CANCILLER BLEND 1	50,08	N
2886	28/07/2019 0:57:18	7790314010200	VINO 750CC KADABRA MALBEC	89,26	N
2887	28/07/2019 15:51:59	7622300990114	CHOCOLATE 150G MILKA LECHE	123	N
2888	28/07/2019 19:43:13	7798178340167	VINO 750CC LUNA ROJA	154,96	N
2889	28/07/2019 20:33:00	7791200000626	APERITIVO 750CC CYNAR RECETA ORIGINAL	153,01	N
2890	28/07/2019 20:37:43	7791200000619	APERITIVO 750CC CYNAR CON DOBLE FUERZA	199,17	N
2891	28/07/2019 20:40:04	7790336036264	VINO 750CC CASONA LOPEZ MERLOT	164,14	N
2892	28/07/2019 20:42:38	7790119002196	SIDRA 500CC 1888 COSECHA ESPECIAL	82,75	N
2893	29/07/2019 7:42:50	7790040740006	GALLETAS 200G ARCOR PEPAS	29,43	N
2894	29/07/2019 7:45:44	7798049540382	POROTOS 400G LA ABADIA PALLARES	42,75	N
2895	29/07/2019 9:01:40	7790150080108	CAFE EN SAQUITO 1U LA VIRGINIA 7G	5,57	N
2896	29/07/2019 9:52:08	7798062541397	AGUA MINERAL 6.25L VILLA DEL SUR SIN GAS	79,69	N
2897	29/07/2019 10:30:53	7898422746827	DOVE JABON X 90GR EXFOLIACION	37,5	Y
2898	29/07/2019 10:34:11	7891150019560	DOVE JABON X 90GR KARITE VAINILLA	33,96	N
2899	29/07/2019 11:05:30	7891150043923	DOVE JABON X 90GR REVITALIZANTE GO FRESH	33,96	N
2900	29/07/2019 11:08:58	7891150025998	DOVE BABY JABON X 75GR TOCADOR HUMECTACION SENSI.	30,29	N
2901	29/07/2019 11:25:35	7791669001004	GRANAS ROJO / AMARILL X 50 G INDIAS	16,06	N
2902	29/07/2019 11:37:01	7794000792364	JUGO 200CC ADES ANANA	18,37	N
2903	29/07/2019 11:40:56	7790895643767	JUGO 200CC ADES TROPICAL	18,37	N
2904	29/07/2019 12:05:22	7791337991071	CHOCOLATADA 1L CINDOR ORIGINAL	99,86	Y
2905	29/07/2019 12:13:03	7790895010309	JUGO 200CC CEPITA NUTRI DURAZNO	18,37	N
2906	29/07/2019 12:14:18	7790580120702	CHICLES 12U TOPLINE SEVEN ULTRA GREEN MINT	36,99	N
2907	29/07/2019 12:16:08	7790580120573	CHICLES 12U TOPLINE SEVEN ULTRA CLEAN MINT	36,99	N
2908	29/07/2019 13:13:16	7791337965713	YOGUR 120G YOGURISIMO CREMIX - VAINILLA	33,47	N
2909	29/07/2019 14:32:45	7790130000034	VINAGRE 500CC MENOYO ALCOHOL	30,3	N
2910	29/07/2019 14:36:14	7790130000027	VINAGRE 500CC MENOYO MANZANA	44,43	N
2911	29/07/2019 14:40:01	7790130000065	VINAGRE 500CC MENOYO VINO	38,53	N
2912	29/07/2019 15:59:51	7790895010699	AGUA SABORIZADA 1.5L AQUARIUS CITRUS CERO CON GAS	56,2	Y
2913	29/07/2019 16:07:46	7793350004578	POMADA LIQUIDA 200CC WASSINGTON INCOLORO	79,89	N
2914	29/07/2019 16:29:23	7790236000693	CAPELLETIS 500G LA SALTEÃ‘A JAMON Y QUESO	68,06	N
2915	29/07/2019 17:26:21	7790895008481	AGUA SABORIZADA 500CC AQUARIUS LIMONADA	30,61	Y
2916	29/07/2019 18:16:20	7791669025536	CONDIMIENTO 25G INDIAS PIMIENTA NEGRA MOLIDA	22,88	N
2917	29/07/2019 20:15:44	7613035068391	CAFE 170G DOLCA CLASICO EQUILIBRADO	128,0992	N
2918	29/07/2019 20:42:51	7790742112040	ALIMENTO 250CC SEREMIX DURAZNO	30,5	N
2919	29/07/2019 20:48:45	7790742112071	ALIMENTO 250CC SEREMIX CHOCOLATE	31,98	N
2920	30/07/2019 10:02:08	7790975017495	VINO 750CC LATITUD 33 CABERNET SAUVIGNON (x caj.)	159,9	N
2921	30/07/2019 11:14:51	7790580123642	CHOCOLATE 64G COFLER LECHE FRUTILLA	47,15	N
2922	30/07/2019 11:50:21	7790387120370	MATE LISTO 1U TARAGUI 500CC	68,49	N
2923	30/07/2019 12:13:20	7793940653001	QUESO RALLADO 100G LA SERENISIMA GRANA PAMPEANA	93,85	N
2924	30/07/2019 12:51:51	7790895067570	GASEOSA 2.25L COCA COLA SIN AZUCAR	96,42	Y
2925	30/07/2019 14:04:02	7790407	CHOCOLATE 150G AGUILA BLANCO	77,77	N
2926	30/07/2019 14:28:59	7790580117924	CHOCOLATE 100G ARCOR SEMI AMARGO 50%	62,86	N
2927	30/07/2019 14:50:54	7793412000012	PAN DE MIGA X100 LA ESPAÑOLA 1KG	285	N
2928	30/07/2019 16:40:12	7790313000011	CONSERVA 820G LA COLINA DURAZNOS EN MITADES	45,6	N
